user_id,art_id,explicit_rating,watched_to_the_end,liked
6,80060,6.0,true,true
6,24955,2.0,true,true
6,44172,4.0,true,true
6,67872,6.0,true,true
6,26541,6.0,true,true
6,35577,7.0,true,true
6,6626,5.0,true,true
6,64158,9.0,true,true
6,15041,8.0,true,true
7,19134,3.0,true,true
7,50288,9.0,true,true
7,27291,7.0,true,true
7,89184,5.0,true,true
7,30515,6.0,true,true
7,12445,5.0,true,true
7,14266,4.0,true,true
7,7598,7.0,true,true
7,4417,6.0,true,true
7,81926,8.0,true,true
7,63495,5.0,true,true
7,74131,2.0,true,true
7,22674,3.0,true,true
7,73566,9.0,true,true
7,29705,3.0,true,true
7,59826,2.0,true,true
8,40482,7.0,true,true
8,79052,10.0,true,true
8,46324,8.0,true,true
8,92362,1.0,true,true
8,45582,8.0,true,true
8,11810,4.0,true,true
8,54943,7.0,true,true
8,91171,4.0,true,true
8,4700,7.0,true,true
8,25160,2.0,true,true
9,73480,7.0,true,true
9,71259,6.0,true,true
9,57337,7.0,true,true
9,32282,9.0,true,true
9,54038,7.0,true,true
9,30474,3.0,true,true
9,28553,3.0,true,true
9,84161,9.0,true,true
9,25020,8.0,true,true
9,77710,4.0,true,true
9,94509,2.0,true,true
9,92704,8.0,true,true
9,95798,1.0,true,true
9,27411,6.0,true,true
9,73002,8.0,true,true
9,73370,6.0,true,true
9,386,3.0,true,true
9,5858,4.0,true,true
10,7150,9.0,true,false
10,21468,9.0,false,false
10,93937,10.0,true,true
10,52031,9.0,true,true
10,12268,9.0,true,false
10,35600,10.0,true,true
10,43829,10.0,true,false
10,75026,10.0,false,false
10,89502,10.0,true,true
10,20122,10.0,true,true
10,41382,9.0,true,true
10,49227,9.0,true,false
10,1083,9.0,true,true
10,28626,10.0,true,true
10,64791,10.0,true,true
10,89348,9.0,true,false
10,6807,9.0,true,false
10,74791,10.0,true,false
10,38327,10.0,false,false
10,36589,9.0,false,false
10,22801,9.0,false,false
10,83671,10.0,false,false
10,24362,10.0,false,false
10,22499,10.0,false,false
10,57559,9.0,true,false
11,73426,10.0,true,true
11,54290,9.0,true,true
11,23578,10.0,true,false
11,4023,9.0,true,true
11,74744,10.0,false,false
11,75558,10.0,true,true
11,56764,9.0,true,true
11,35222,10.0,true,true
11,54655,9.0,true,true
11,1880,10.0,true,false
11,11099,10.0,false,false
11,4713,9.0,true,true
11,76728,9.0,true,true
11,31246,10.0,false,false
11,33648,10.0,false,false
11,73659,9.0,true,true
11,11481,9.0,false,false
11,47588,9.0,true,false
11,18257,9.0,true,true
11,43208,9.0,true,true
11,48946,10.0,false,false
11,24337,9.0,true,false
11,26255,10.0,true,true
11,44731,10.0,true,false
11,90258,9.0,true,true
11,75089,9.0,true,false
11,46755,10.0,false,false
11,91620,9.0,true,true
11,83049,10.0,false,false
11,20766,9.0,true,true
11,14828,9.0,true,true
12,6633,10.0,false,false
12,40933,9.0,true,true
12,13681,9.0,true,true
12,70967,9.0,true,true
12,94759,10.0,true,false
12,30567,10.0,false,false
12,89436,9.0,true,false
12,33129,9.0,true,true
12,29015,10.0,true,true
12,49851,9.0,false,false
12,78531,9.0,true,true
12,65821,10.0,true,true
12,76667,9.0,true,false
12,28899,9.0,true,true
12,25783,9.0,true,true
12,61083,10.0,true,false
12,53143,10.0,true,true
12,53061,9.0,false,false
13,13822,10.0,false,false
13,89043,9.0,true,true
13,47904,9.0,false,false
13,42341,9.0,true,false
13,86414,9.0,true,false
13,15787,10.0,true,false
13,26586,10.0,false,false
13,92905,9.0,true,true
13,50205,9.0,true,true
13,1859,9.0,true,true
13,85075,10.0,true,false
13,32001,10.0,true,true
13,29365,9.0,true,true
13,12290,9.0,true,true
13,34548,10.0,false,false
13,13676,10.0,true,true
14,70507,9.0,true,true
14,51030,9.0,true,true
14,13682,10.0,true,true
14,59377,9.0,true,false
14,37106,10.0,true,false
14,52603,9.0,true,true
14,17742,10.0,false,false
14,47289,9.0,true,true
14,38665,9.0,true,true
14,33483,9.0,true,false
14,42345,10.0,true,true
14,30887,10.0,true,true
14,87761,9.0,true,false
14,41807,10.0,true,true
14,4225,10.0,true,true
14,19225,9.0,true,false
14,80735,9.0,true,true
14,52571,9.0,true,false
14,6706,9.0,false,false
14,78311,9.0,true,false
14,94049,10.0,true,false
14,74205,9.0,true,true
14,8850,10.0,true,true
14,58283,9.0,true,false
14,66864,9.0,true,true
14,78041,10.0,true,false
15,2842,9.0,false,false
15,77540,10.0,true,false
15,76883,9.0,true,true
15,42466,10.0,false,false
15,12410,10.0,true,true
15,86054,9.0,true,false
15,72179,9.0,false,false
15,41770,9.0,false,false
15,16513,10.0,true,true
15,40241,10.0,true,true
15,20684,9.0,true,true
15,55617,10.0,true,true
15,40509,9.0,true,false
15,21081,9.0,true,true
15,89276,9.0,true,true
15,87989,10.0,true,true
15,57880,9.0,true,false
15,50748,10.0,true,true
15,51961,9.0,true,true
15,16400,10.0,true,true
15,68133,10.0,true,true
15,46916,9.0,false,false
15,67419,10.0,true,true
15,50270,10.0,false,false
15,45730,10.0,true,false
15,95950,9.0,false,false
15,48770,10.0,true,true
16,95667,10.0,true,true
16,83571,9.0,true,false
16,13468,10.0,true,true
16,54554,9.0,true,true
16,63815,9.0,true,true
16,42470,10.0,true,true
16,16626,10.0,true,true
16,84805,10.0,true,true
16,80591,10.0,false,false
16,18611,10.0,true,true
16,21090,9.0,false,false
16,72768,9.0,true,true
16,65222,10.0,false,false
16,7982,10.0,true,true
16,31749,10.0,true,true
16,42788,9.0,true,true
16,76738,9.0,true,false
16,48703,9.0,true,false
16,55160,10.0,false,false
16,82710,9.0,true,true
16,84498,9.0,true,false
16,18225,10.0,true,true
16,44831,9.0,true,true
16,16653,10.0,false,false
16,71950,9.0,true,true
16,56743,9.0,true,false
17,34190,9.0,true,true
17,23865,10.0,true,true
17,65634,10.0,true,true
17,51766,9.0,true,true
17,54007,10.0,true,true
17,32892,9.0,true,true
17,91541,9.0,true,true
17,27003,9.0,false,false
17,71211,9.0,true,true
17,15551,10.0,true,false
17,18131,10.0,true,true
17,11993,10.0,true,true
17,90571,10.0,true,false
17,85901,9.0,true,true
17,65430,10.0,true,false
17,27819,10.0,true,false
17,7050,9.0,true,true
17,53632,9.0,true,true
17,62499,10.0,true,true
17,50443,9.0,true,true
17,55210,9.0,false,false
17,65056,10.0,false,false
17,54441,9.0,true,true
17,64372,9.0,true,true
18,26179,10.0,false,false
18,38589,9.0,false,false
18,23606,10.0,true,true
18,29683,9.0,true,false
18,8718,9.0,true,false
18,67014,9.0,true,true
18,75152,10.0,true,false
18,86889,9.0,true,false
18,15180,10.0,true,true
18,55156,10.0,true,true
18,25816,9.0,false,false
18,70482,10.0,false,false
18,33797,10.0,false,false
18,11387,9.0,true,true
18,56122,10.0,false,false
18,60304,10.0,false,false
18,65456,10.0,false,false
18,7708,9.0,false,false
18,3418,10.0,true,true
18,42561,10.0,true,true
18,14371,10.0,true,false
18,54930,9.0,true,true
18,9607,9.0,true,false
18,21125,10.0,true,true
18,61092,10.0,true,true
18,82874,10.0,true,false
18,47580,9.0,false,false
18,18415,9.0,true,false
18,9400,10.0,false,false
18,83154,9.0,false,false
18,25550,9.0,true,true
18,27502,9.0,true,true
18,22539,9.0,false,false
18,401,10.0,true,true
18,42903,9.0,true,true
18,74654,9.0,true,true
18,76156,10.0,true,true
18,29818,10.0,true,true
18,90765,10.0,true,true
18,35684,9.0,false,false
19,80925,10.0,false,false
19,15019,10.0,false,false
19,62593,9.0,true,true
19,82762,10.0,true,true
19,71087,9.0,false,false
19,11136,9.0,true,true
19,91068,9.0,true,true
19,86555,10.0,false,false
19,69082,10.0,true,true
19,48022,10.0,false,false
19,94996,9.0,true,false
19,76978,9.0,true,false
20,80679,10.0,true,false
20,53828,9.0,true,true
20,33708,10.0,true,false
20,28170,10.0,true,true
20,74691,10.0,true,true
20,31932,10.0,true,false
20,7348,9.0,true,true
20,45893,10.0,true,true
20,75379,9.0,false,false
20,27247,9.0,false,false
20,9871,10.0,true,true
20,4475,9.0,true,true
20,86275,9.0,false,false
20,77987,10.0,true,true
20,12152,9.0,true,true
21,45200,10.0,false,false
21,4221,9.0,true,true
21,75358,9.0,true,true
21,57634,10.0,true,true
21,67916,10.0,false,false
21,76014,9.0,false,false
21,48089,10.0,true,true
21,89115,9.0,false,false
21,74950,9.0,true,true
21,4719,10.0,true,true
22,86004,10.0,true,false
22,69528,9.0,true,true
22,9773,9.0,true,true
22,64194,9.0,false,false
22,87957,9.0,false,false
22,11217,9.0,true,true
22,89081,10.0,true,true
22,11929,9.0,false,false
22,1858,10.0,true,false
22,84848,9.0,true,false
22,408,10.0,true,true
22,3251,9.0,true,true
22,35449,10.0,true,false
22,29737,10.0,true,true
22,3695,10.0,true,true
22,17569,9.0,false,false
22,41550,9.0,true,true
22,57801,10.0,true,true
22,68027,9.0,true,true
22,95630,10.0,true,true
22,77380,10.0,true,true
22,64410,9.0,true,true
22,23625,10.0,true,false
22,81117,10.0,true,true
22,79386,10.0,true,true
22,73627,10.0,true,true
22,59521,9.0,true,true
22,32149,9.0,true,true
22,95252,10.0,true,false
22,60638,9.0,true,true
22,71945,9.0,true,false
22,17685,10.0,true,false
22,19360,10.0,true,true
22,72218,9.0,true,true
22,33414,9.0,true,false
22,3917,10.0,true,true
22,68010,10.0,true,false
22,48830,9.0,true,true
23,44499,9.0,true,false
23,62433,9.0,true,true
23,56631,9.0,true,false
23,63928,9.0,true,false
23,67408,10.0,true,false
23,41276,9.0,false,false
23,32617,10.0,false,false
23,15913,10.0,true,true
23,17200,9.0,true,true
23,29586,9.0,true,true
23,34013,10.0,false,false
23,18371,10.0,true,true
23,94249,10.0,true,true
23,46011,10.0,true,true
23,80413,9.0,false,false
23,40910,10.0,true,true
23,9138,9.0,true,false
23,53337,10.0,true,true
23,59992,10.0,true,true
23,1896,10.0,false,false
23,1928,9.0,false,false
23,85602,10.0,false,false
23,3392,9.0,true,false
23,58708,9.0,true,true
23,51766,10.0,false,false
23,61938,10.0,true,true
23,48586,10.0,false,false
23,31527,10.0,true,true
23,47070,9.0,true,true
23,94720,10.0,true,true
23,53407,10.0,true,false
23,5956,10.0,true,true
23,19755,9.0,true,false
23,91230,10.0,true,true
23,87747,9.0,true,false
24,91813,9.0,true,true
24,74608,10.0,true,false
24,41949,10.0,true,true
24,22895,9.0,true,true
24,72211,10.0,true,false
24,11186,9.0,true,true
24,42413,10.0,false,false
24,86756,10.0,true,true
24,81604,9.0,true,true
24,62778,9.0,true,true
24,48760,9.0,true,true
24,39907,10.0,true,true
25,40982,10.0,true,false
25,51853,9.0,true,true
25,92914,10.0,true,true
25,39096,10.0,true,false
25,58943,10.0,true,true
25,21809,10.0,true,true
25,77088,10.0,true,true
25,9224,9.0,true,false
25,974,10.0,false,false
25,20096,9.0,true,true
25,87182,9.0,true,true
25,73057,10.0,true,true
25,59417,10.0,true,true
25,64894,10.0,true,true
25,69577,10.0,true,true
25,93590,10.0,false,false
25,72097,10.0,true,true
25,90360,9.0,true,true
25,32182,10.0,false,false
25,21234,10.0,true,true
25,6992,9.0,true,true
25,59350,9.0,true,true
25,14330,10.0,true,true
25,64128,9.0,true,true
25,34322,10.0,false,false
25,37189,10.0,false,false
25,39131,9.0,true,true
25,13798,9.0,true,true
25,45913,10.0,false,false
26,53800,9.0,true,true
26,76252,9.0,true,true
26,95056,10.0,false,false
26,57293,10.0,true,true
26,50152,10.0,true,true
26,43105,10.0,false,false
26,42548,9.0,true,true
26,26842,10.0,true,false
26,426,9.0,true,true
26,18592,9.0,false,false
26,29833,9.0,false,false
26,49714,9.0,true,true
26,34714,9.0,true,false
26,75573,9.0,true,true
27,63765,9.0,true,true
27,45054,9.0,false,false
27,61360,9.0,true,false
27,22561,10.0,true,true
27,50903,9.0,true,true
27,33917,10.0,true,true
27,17420,10.0,true,true
27,76435,10.0,true,false
27,7365,10.0,false,false
27,92039,9.0,true,true
27,15095,9.0,true,false
27,25752,9.0,true,true
27,30757,9.0,true,true
28,9176,9.0,true,false
28,76532,10.0,true,true
28,56074,10.0,true,true
28,19094,9.0,true,true
28,59760,9.0,true,false
28,19831,9.0,true,true
28,62330,9.0,true,true
28,49986,10.0,true,true
28,44581,9.0,true,true
28,51686,10.0,true,false
29,87586,9.0,true,true
29,71830,10.0,true,false
29,2086,9.0,true,true
29,23216,10.0,true,false
29,55784,9.0,false,false
29,22302,9.0,false,false
29,15533,10.0,true,true
29,44033,9.0,false,false
29,77150,10.0,true,true
29,53975,10.0,true,false
29,46950,9.0,true,true
29,57784,9.0,true,false
29,32495,9.0,true,false
29,36705,9.0,true,true
29,36916,10.0,true,false
29,61470,10.0,false,false
29,85501,10.0,true,false
29,38756,10.0,true,true
29,44653,10.0,true,true
29,87709,9.0,true,true
30,59837,10.0,true,false
30,90657,9.0,true,true
30,60102,9.0,true,false
30,39002,9.0,true,true
30,15222,10.0,true,false
30,36097,9.0,false,false
30,25927,10.0,true,true
30,52377,10.0,false,false
30,82781,9.0,true,false
30,62912,10.0,true,false
30,84803,10.0,false,false
30,53386,9.0,true,false
30,15402,9.0,true,false
30,11782,9.0,true,true
30,59430,9.0,true,true
30,81390,9.0,true,false
30,68471,9.0,true,false
30,7231,10.0,true,true
30,69986,9.0,true,true
30,50446,9.0,true,true
30,80974,9.0,true,false
30,72280,9.0,true,true
30,19636,9.0,true,true
30,40460,9.0,true,true
30,49478,10.0,true,true
30,88356,9.0,true,false
30,60248,9.0,true,true
30,90645,9.0,true,false
30,25418,9.0,false,false
30,37266,10.0,true,false
30,21221,9.0,true,true
30,22531,10.0,false,false
30,1319,9.0,true,true
30,32415,9.0,true,true
30,38124,9.0,false,false
31,33025,9.0,true,true
31,56373,9.0,false,false
31,62873,10.0,false,false
31,36553,9.0,false,false
31,11274,9.0,true,false
31,54258,9.0,true,true
31,36925,9.0,true,false
31,28377,10.0,true,true
31,68397,9.0,false,false
31,69971,10.0,false,false
31,58695,9.0,true,true
31,78668,10.0,false,false
31,66768,10.0,true,true
31,56063,9.0,false,false
31,25355,9.0,true,false
31,85536,10.0,true,false
31,43085,10.0,false,false
31,40853,10.0,false,false
31,21657,10.0,true,true
31,44470,9.0,false,false
31,6318,9.0,false,false
31,43926,9.0,true,true
31,84702,10.0,true,true
31,67292,9.0,true,false
31,48102,10.0,false,false
31,4710,9.0,true,true
31,54184,9.0,false,false
31,86511,10.0,true,false
31,40696,9.0,false,false
31,10027,9.0,false,false
31,1025,9.0,true,true
31,63732,9.0,true,true
31,82584,10.0,true,true
31,24418,10.0,true,false
31,28807,9.0,false,false
31,32220,10.0,false,false
31,82796,10.0,false,false
31,11046,10.0,true,true
31,80260,9.0,true,true
31,29133,9.0,true,false
32,23877,9.0,true,false
32,84419,9.0,true,false
32,94117,10.0,true,false
32,39090,9.0,true,false
32,67712,10.0,true,true
32,56189,10.0,true,true
32,44056,10.0,true,false
32,23675,9.0,true,true
32,8336,9.0,true,true
32,37701,9.0,true,true
32,8290,9.0,false,false
32,50520,9.0,false,false
32,14130,9.0,true,true
32,93706,9.0,true,true
32,15481,9.0,true,true
32,691,9.0,true,true
32,92871,9.0,true,false
32,75047,9.0,false,false
32,18241,9.0,true,true
32,85817,9.0,true,true
32,15178,10.0,true,false
32,3940,10.0,true,true
32,43567,9.0,false,false
32,27977,9.0,true,false
32,2619,9.0,true,false
32,93828,9.0,true,false
32,18862,9.0,true,true
32,68794,10.0,true,false
32,21102,9.0,true,true
32,1292,9.0,true,false
32,14431,10.0,true,false
32,37636,10.0,true,false
32,53705,9.0,true,true
32,84753,9.0,false,false
32,85356,10.0,true,true
32,78383,9.0,false,false
32,57373,10.0,true,true
32,51821,9.0,true,true
32,60223,10.0,false,false
32,10920,9.0,true,true
32,75350,9.0,true,true
32,66551,9.0,true,true
33,72529,10.0,true,false
33,23292,10.0,true,true
33,76079,10.0,true,false
33,59443,10.0,true,true
33,84278,10.0,true,true
33,75547,10.0,true,true
33,92227,9.0,true,true
33,92682,9.0,true,false
33,58632,9.0,false,false
33,53744,9.0,true,false
33,76040,10.0,true,true
33,23912,10.0,true,true
33,43253,10.0,true,true
33,85249,9.0,true,true
33,70912,9.0,false,false
33,72773,9.0,true,true
33,14135,9.0,true,true
33,36491,9.0,true,true
33,18131,10.0,false,false
33,51766,9.0,true,true
33,59680,9.0,true,true
33,95234,10.0,true,true
33,46855,9.0,true,false
33,93872,9.0,false,false
33,50632,9.0,true,true
33,11827,9.0,true,true
34,53608,10.0,false,false
34,63003,10.0,true,false
34,63629,10.0,true,true
34,19038,10.0,true,true
34,2992,10.0,true,false
34,37091,9.0,true,true
34,31559,9.0,false,false
34,94954,9.0,true,false
34,61125,10.0,true,true
34,25532,9.0,true,true
34,44932,9.0,true,true
34,76621,10.0,true,true
34,53483,9.0,false,false
34,93347,9.0,true,false
34,6180,9.0,true,true
34,78157,10.0,true,false
34,89285,10.0,true,false
34,18481,10.0,true,true
34,86890,9.0,true,true
34,25024,9.0,true,true
34,31422,9.0,true,true
34,12936,10.0,true,true
34,68356,9.0,true,false
34,20189,10.0,true,true
34,42491,9.0,true,false
34,8732,9.0,true,false
34,61176,10.0,true,false
34,51890,10.0,false,false
34,68916,10.0,false,false
35,30245,9.0,false,false
35,87150,9.0,true,true
35,60292,9.0,true,true
35,55267,10.0,true,true
35,60025,9.0,true,true
35,244,10.0,true,true
35,20937,10.0,false,false
35,61783,9.0,false,false
35,76835,10.0,true,true
35,90297,9.0,true,true
35,76739,9.0,true,true
35,29440,9.0,false,false
35,47096,10.0,false,false
35,1908,9.0,true,false
35,51736,10.0,true,true
35,28171,9.0,false,false
35,32774,10.0,false,false
36,809,9.0,true,true
36,73395,9.0,false,false
36,85270,9.0,false,false
36,75556,10.0,false,false
36,20095,10.0,true,true
36,54833,9.0,false,false
36,94262,9.0,true,true
36,22403,10.0,true,true
36,38386,10.0,false,false
36,32166,9.0,true,false
36,28927,9.0,false,false
36,57001,10.0,true,false
36,4828,10.0,true,false
36,78096,9.0,false,false
36,81917,9.0,true,true
36,82178,10.0,false,false
36,3889,9.0,true,true
37,50704,9.0,true,false
37,46464,9.0,true,true
37,35824,10.0,true,false
37,14883,10.0,true,false
37,47751,9.0,true,true
37,62742,10.0,true,true
37,65756,9.0,true,true
37,30004,9.0,true,false
37,72048,9.0,true,true
37,2409,10.0,true,true
37,32792,10.0,false,false
37,94127,9.0,true,true
37,58903,10.0,false,false
37,84665,10.0,true,false
37,87140,9.0,true,true
37,83090,10.0,false,false
37,36616,9.0,true,true
37,95277,9.0,true,false
37,39436,9.0,false,false
37,52806,10.0,false,false
37,15338,10.0,true,true
38,45836,10.0,true,true
38,65462,10.0,true,true
38,3334,9.0,true,false
38,57701,10.0,true,true
38,10155,9.0,true,true
38,52490,10.0,false,false
38,46842,9.0,false,false
38,73591,10.0,true,false
38,20793,10.0,false,false
38,60919,9.0,false,false
38,85146,10.0,false,false
38,2986,9.0,false,false
38,36620,9.0,true,true
38,24730,9.0,true,true
38,17449,10.0,true,true
38,9134,9.0,true,false
38,8340,9.0,true,false
38,7265,9.0,true,false
38,95255,9.0,true,false
38,89823,9.0,false,false
38,55132,9.0,false,false
38,53752,9.0,false,false
38,37206,9.0,true,true
38,33677,10.0,true,false
38,11847,9.0,true,true
38,89524,10.0,true,true
38,84408,10.0,true,false
38,30306,10.0,true,false
38,73920,10.0,false,false
38,21347,10.0,false,false
39,51541,9.0,true,true
39,90922,9.0,true,false
39,60831,10.0,false,false
39,77222,10.0,false,false
39,30812,9.0,false,false
39,14367,10.0,true,false
39,15191,9.0,false,false
39,47662,10.0,true,true
39,82527,9.0,true,true
39,16471,9.0,true,true
39,1705,10.0,false,false
39,54563,10.0,true,true
39,434,9.0,true,false
40,37923,10.0,false,false
40,34682,9.0,false,false
40,80374,10.0,false,false
40,74713,10.0,true,true
40,58629,9.0,true,false
40,63311,9.0,true,true
40,5134,10.0,true,false
40,52771,9.0,false,false
40,61979,9.0,true,true
40,71338,9.0,true,true
40,95615,9.0,true,true
40,48742,10.0,true,true
40,38127,9.0,true,true
40,81827,9.0,false,false
40,53557,9.0,true,false
40,89061,10.0,false,false
40,72657,9.0,false,false
40,77132,9.0,true,true
40,46409,10.0,true,true
40,87769,10.0,true,true
40,5646,10.0,false,false
40,61206,9.0,true,true
40,43412,9.0,true,true
40,42865,10.0,true,false
40,4360,10.0,true,true
40,62032,9.0,true,true
40,16438,9.0,true,true
40,95963,9.0,false,false
40,29560,10.0,true,true
40,91069,9.0,true,true
41,15556,9.0,false,false
41,78958,9.0,true,true
41,73792,10.0,true,false
41,58930,9.0,true,false
41,92814,10.0,true,true
41,70869,9.0,true,false
41,59699,9.0,true,true
41,18849,10.0,true,true
41,16144,10.0,true,false
41,62741,10.0,false,false
41,14059,10.0,true,true
41,69702,10.0,true,false
41,29875,10.0,true,true
41,51071,10.0,true,true
41,26976,9.0,false,false
41,88465,10.0,true,false
41,41973,10.0,true,false
41,42717,10.0,true,false
41,70440,10.0,true,false
41,52457,9.0,true,true
41,51385,9.0,true,true
41,22461,10.0,true,false
41,27785,9.0,false,false
41,75625,10.0,false,false
41,66534,10.0,true,true
41,55678,9.0,true,false
41,22730,10.0,true,true
41,26658,10.0,true,false
41,68618,9.0,true,true
41,45842,9.0,true,false
41,4191,9.0,true,true
41,5515,9.0,true,false
41,18912,9.0,true,false
41,57479,10.0,true,false
41,27410,10.0,false,false
41,82963,10.0,true,false
41,35741,10.0,true,true
41,73620,9.0,false,false
41,87504,9.0,true,false
41,64107,10.0,true,false
41,43179,9.0,false,false
41,61725,9.0,false,false
42,55415,9.0,true,false
42,41336,10.0,true,true
42,31722,10.0,false,false
42,19554,10.0,true,true
42,80296,9.0,true,true
42,34690,10.0,true,true
42,25942,9.0,false,false
42,84444,9.0,true,false
42,94669,9.0,true,true
42,33285,9.0,true,true
42,88259,10.0,true,true
42,42984,10.0,false,false
42,9643,9.0,true,true
42,54515,10.0,true,true
42,45376,10.0,true,false
42,13847,10.0,true,true
42,75041,10.0,true,true
42,79795,10.0,true,false
42,28782,9.0,true,true
42,32349,10.0,true,true
42,54676,10.0,false,false
42,25745,9.0,true,true
42,2913,9.0,false,false
42,58585,9.0,true,false
42,88665,10.0,true,true
42,3422,10.0,true,true
42,38068,9.0,true,false
42,83783,10.0,true,true
42,61871,10.0,true,false
42,27835,10.0,true,true
42,37925,9.0,false,false
42,75335,9.0,true,false
42,84150,9.0,true,false
42,68656,10.0,true,false
43,49353,10.0,true,false
43,89291,10.0,false,false
43,89463,10.0,true,true
43,84260,10.0,true,true
43,347,9.0,true,false
43,5132,9.0,true,false
43,75931,10.0,true,false
43,25268,9.0,false,false
43,78471,10.0,true,true
43,17756,10.0,false,false
43,1254,9.0,false,false
43,16129,9.0,true,false
43,40832,10.0,true,true
43,69885,9.0,true,false
43,5955,9.0,true,true
43,66657,10.0,true,true
43,18521,10.0,true,false
43,54957,9.0,true,true
43,87572,9.0,true,true
43,29408,10.0,true,true
43,86482,9.0,true,true
43,8546,10.0,true,true
43,59557,10.0,true,true
43,3371,10.0,false,false
43,74804,10.0,true,true
43,75254,9.0,true,true
43,35013,9.0,true,true
43,9369,9.0,true,true
43,88596,10.0,true,true
43,32690,10.0,true,false
43,10484,10.0,true,true
43,87709,9.0,true,false
43,54875,9.0,false,false
43,54578,10.0,true,true
43,18693,10.0,false,false
43,2683,9.0,true,true
43,52761,10.0,false,false
43,13645,9.0,true,true
44,73461,9.0,true,false
44,57300,10.0,false,false
44,83330,10.0,true,true
44,66441,10.0,false,false
44,79417,9.0,true,true
44,82329,9.0,true,false
44,65313,9.0,true,true
44,15372,10.0,true,true
44,87918,9.0,false,false
44,11970,9.0,true,true
44,89916,9.0,false,false
44,24319,9.0,true,false
44,76581,9.0,false,false
44,79015,10.0,false,false
45,18251,9.0,false,false
45,22231,10.0,false,false
45,51644,10.0,true,true
45,35295,9.0,false,false
45,17335,10.0,false,false
45,53733,9.0,true,false
45,67984,9.0,true,true
45,88664,10.0,true,true
45,64282,9.0,true,true
45,23951,9.0,true,true
45,62540,9.0,false,false
45,22412,9.0,false,false
45,69399,10.0,true,true
45,68106,10.0,false,false
45,94093,9.0,true,false
45,21614,10.0,true,true
45,81766,10.0,false,false
45,15007,9.0,false,false
45,75202,9.0,true,false
45,20743,9.0,true,false
45,5953,10.0,true,true
45,70932,9.0,true,true
45,59481,9.0,true,true
45,50200,9.0,true,true
45,76020,10.0,true,true
45,11583,9.0,true,true
45,1656,10.0,false,false
46,5529,9.0,true,true
46,42369,9.0,false,false
46,21067,9.0,true,true
46,41719,9.0,true,false
46,74648,9.0,true,false
46,90192,9.0,true,false
46,85053,10.0,true,true
46,65267,10.0,true,false
46,66979,10.0,true,false
46,53374,10.0,true,true
46,19933,9.0,true,true
47,74211,9.0,false,false
47,34014,10.0,false,false
47,34218,9.0,true,false
47,43533,9.0,false,false
47,87071,10.0,true,false
47,8820,9.0,true,true
47,18077,10.0,true,true
47,83958,10.0,true,true
47,81628,10.0,false,false
47,41189,10.0,true,true
47,45544,9.0,true,true
47,82265,9.0,true,false
47,6793,9.0,false,false
47,41445,9.0,true,true
47,6731,10.0,false,false
47,86593,9.0,true,false
47,24061,9.0,true,true
47,21326,9.0,true,true
47,42040,10.0,true,true
47,45536,9.0,true,true
47,76458,9.0,true,false
47,69064,10.0,true,true
47,64659,9.0,false,false
47,20923,9.0,false,false
47,27166,10.0,false,false
47,61048,10.0,true,true
47,83569,10.0,true,true
47,49550,10.0,true,true
47,38234,9.0,true,true
47,5507,9.0,true,false
47,87932,9.0,true,true
47,11032,9.0,false,false
48,24816,9.0,true,true
48,56133,10.0,true,false
48,30043,10.0,false,false
48,36032,10.0,true,false
48,33618,9.0,true,true
